Provider,PDF Links,PDF Count,Webpage Links,Webpage Count,All Links,Total Count
Rhode Island Medicaid,"[""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/2023-09/APC_FEE_SCHEDULE%2009252023.pdf"", ""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/2022-10/outpatient%20lab%20october%202022.pdf"", ""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/Portals/0/Uploads/Documents/MA-Providers/MA-Reference-Guides/Clinical-Lab/clinical_laboratory_manual.pdf""]",3,"[""https://rules.sos.ri.gov/Regulations/part/216-20-05-1?reg_id=11079"", ""https://webserver.rilin.state.ri.us/BillText22/HouseText22/H7587.htm"", ""https://webserver.rilin.state.ri.us/BillText22/HouseText22/H7880.htm""]",3,"[""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/2023-09/APC_FEE_SCHEDULE%2009252023.pdf"", ""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/2022-10/outpatient%20lab%20october%202022.pdf"", ""https://eohhs.ri.gov/sites/g/files/xkgbur226/files/Portals/0/Uploads/Documents/MA-Providers/MA-Reference-Guides/Clinical-Lab/clinical_laboratory_manual.pdf"", ""https://rules.sos.ri.gov/Regulations/part/216-20-05-1?reg_id=11079"", ""https://webserver.rilin.state.ri.us/BillText22/HouseText22/H7587.htm"", ""https://webserver.rilin.state.ri.us/BillText22/HouseText22/H7880.htm""]",6
Rocky Mountain Health Plans,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Carrier-Testing-Panels-for-Genetic-Diseases-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Cell-Free-Fetal-DNA-Testing-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Chromosome-Microarray-Testing-Non-Oncology-Conditions-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Cardiac-Disease-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Hereditary-Cancer-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Neuromuscular-Disorders-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Pharmacogenetic-Panel-Testing-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Preimplantation-Genetic-Testing-and-Related-Services-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Whole-Exome-and-Whole-Genome-Sequencing-Non-Oncology-Conditions-RMHP-MP.pdf""]",9,[],0,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Carrier-Testing-Panels-for-Genetic-Diseases-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Cell-Free-Fetal-DNA-Testing-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Chromosome-Microarray-Testing-Non-Oncology-Conditions-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Cardiac-Disease-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Hereditary-Cancer-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Genetic-Testing-for-Neuromuscular-Disorders-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Pharmacogenetic-Panel-Testing-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Preimplantation-Genetic-Testing-and-Related-Services-RMHP-MP.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/exchange-policies/rmhp-medical-policies/Whole-Exome-and-Whole-Genome-Sequencing-Non-Oncology-Conditions-RMHP-MP.pdf""]",9
Sanford Health Plan,[],0,"[""https://news.sanfordhealth.org/news-release/health-plan-wisdom-study/"", ""https://www.sanfordhealthplan.com/clients/coverage-hub"", ""https://www.sanfordhealthplan.com/agents/coverage-connection""]",3,"[""https://news.sanfordhealth.org/news-release/health-plan-wisdom-study/"", ""https://www.sanfordhealthplan.com/clients/coverage-hub"", ""https://www.sanfordhealthplan.com/agents/coverage-connection""]",3
Scott and White Health Plan,[],0,"[""https://www.bswhealthplan.com/Providers/Pages/Medical.aspx""]",1,"[""https://www.bswhealthplan.com/Providers/Pages/Medical.aspx""]",1
Select Health (VNS Choice),"[""https://selecthealth.org/files/sbc/I33C0030_20240101_GGGGGGGG_GGGG_SSSS.pdf"", ""https://m.intermountain.net/files/ssb/G02A0058_20210101_GGGGGGGG_GGGG_GGGG.PDF"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3134203_ma_2025_sob_co_031_flex.pdf?v=3b58e8de"", ""https://files.selecthealth.cloud/api/public/content/2025_fehb_member_guide.pdf?v=6d708399"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3134242_ma_2025_sob_co_032_choice.pdf?v=66d725cf"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3126845_ma_2025_sob_ut_018_choice.pdf?v=1aa3f89d""]",6,"[""https://selecthealth.org/providers/policies/medical-policies"", ""https://selecthealth.org/medicare/resources/prior-authorization"", ""https://selecthealth.org/providers/policies""]",3,"[""https://selecthealth.org/files/sbc/I33C0030_20240101_GGGGGGGG_GGGG_SSSS.pdf"", ""https://m.intermountain.net/files/ssb/G02A0058_20210101_GGGGGGGG_GGGG_GGGG.PDF"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3134203_ma_2025_sob_co_031_flex.pdf?v=3b58e8de"", ""https://files.selecthealth.cloud/api/public/content/2025_fehb_member_guide.pdf?v=6d708399"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3134242_ma_2025_sob_co_032_choice.pdf?v=66d725cf"", ""https://files.selecthealth.cloud/api/public/content/sh_ma_3126845_ma_2025_sob_ut_018_choice.pdf?v=1aa3f89d"", ""https://selecthealth.org/providers/policies/medical-policies"", ""https://selecthealth.org/medicare/resources/prior-authorization"", ""https://selecthealth.org/providers/policies""]",9
Sentara Health Plans,"[""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pharmacogenetic-testing-medicaid-medical-34e.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pharmacogenetic-testing-medicare-medical-34e.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-commercial-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-medicaid-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-medicare-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-commercial-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-medicaid-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-medicare-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-commercial-medical-34a.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-medicaid-medical-34a.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-medicare-medical-34a.pdf""]",11,"[""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical"", ""https://www.avalonhcs.com/policies-sentarahealth/""]",2,"[""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pharmacogenetic-testing-medicaid-medical-34e.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pharmacogenetic-testing-medicare-medical-34e.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-commercial-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-medicaid-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-preconceptional-prenatal-preimplantation-medicare-medical-34d.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-commercial-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-medicaid-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-pre-treatment-or-post-intervention-medicare-medical-34b.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-commercial-medical-34a.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-medicaid-medical-34a.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical/genetic-testing-cancer-prevention-diagnosis-and-treatment-medicare-medical-34a.pdf"", ""https://www.sentarahealthplans.com/en/providers/clinical-reference/medical-policies/medical"", ""https://www.avalonhcs.com/policies-sentarahealth/""]",13
Seton Health Plan,[],0,[],0,[],0
Sharp Health Plan,[],0,"[""https://sharphealthplan.staywellhealthlibrary.com/Conditions/Cancer/167%2Cbrca"", ""https://www.sharphealthplan.com/news-center/9-free-preventive-care-benefits"", ""https://www.sharp.com/health-news/get-the-most-out-of-your-health-insurance"", ""https://www.sharpmedicareadvantage.com/members/forms-resources/how-to-check-your-coverage"", ""https://www.sharp.com/health-news/9-free-preventive-care-benefits"", ""https://www.sharphealthplan.com/contact-us/faq?section=CoronavirusCOVID19&sub=COVID19FAQformembers"", ""https://www.sharphealthplan.com/contact-us/faq?section=Members&sub=Ournetworksexplained""]",7,"[""https://sharphealthplan.staywellhealthlibrary.com/Conditions/Cancer/167%2Cbrca"", ""https://www.sharphealthplan.com/news-center/9-free-preventive-care-benefits"", ""https://www.sharp.com/health-news/get-the-most-out-of-your-health-insurance"", ""https://www.sharpmedicareadvantage.com/members/forms-resources/how-to-check-your-coverage"", ""https://www.sharp.com/health-news/9-free-preventive-care-benefits"", ""https://www.sharphealthplan.com/contact-us/faq?section=CoronavirusCOVID19&sub=COVID19FAQformembers"", ""https://www.sharphealthplan.com/contact-us/faq?section=Members&sub=Ournetworksexplained""]",7
South Carolina Medicaid,"[""https://www.scdhhs.gov/sites/default/files/manuals/Physician%20Services%20Provider%20Manual%2010-01-2023.pdf"", ""https://www.scdhhs.gov/sites/default/files/manuals-archive/dme/Manual.pdf""]",2,"[""https://www.scdhhs.gov/communications/genetic-testing-policy-codes-and-fee-updates"", ""https://www.scdhhs.gov/communications/physician-services-provider-manual-updates"", ""https://www.scdhhs.gov/communications/non-invasive-prenatal-screening""]",3,"[""https://www.scdhhs.gov/sites/default/files/manuals/Physician%20Services%20Provider%20Manual%2010-01-2023.pdf"", ""https://www.scdhhs.gov/sites/default/files/manuals-archive/dme/Manual.pdf"", ""https://www.scdhhs.gov/communications/genetic-testing-policy-codes-and-fee-updates"", ""https://www.scdhhs.gov/communications/physician-services-provider-manual-updates"", ""https://www.scdhhs.gov/communications/non-invasive-prenatal-screening""]",5
South Dakota Medicaid,"[""https://dss.sd.gov/docs/medicaid/providers/billingmanuals/Laboratory_and_Pathology_Services.pdf"", ""https://dss.sd.gov/docs/medicaid/providers/billingmanuals/Genetic_Testing_Prior_Authorization_Request_Form.pdf""]",2,"[""https://dss.sd.gov/medicaid/providers/billingmanuals.aspx"", ""https://dss.sd.gov/medicaid/providers/pa/""]",2,"[""https://dss.sd.gov/docs/medicaid/providers/billingmanuals/Laboratory_and_Pathology_Services.pdf"", ""https://dss.sd.gov/docs/medicaid/providers/billingmanuals/Genetic_Testing_Prior_Authorization_Request_Form.pdf"", ""https://dss.sd.gov/medicaid/providers/billingmanuals.aspx"", ""https://dss.sd.gov/medicaid/providers/pa/""]",4
South Florida Community Care Network,"[""https://www.flrules.org/gateway/readRefFile.asp?refId=6760&filename=59G-4.190%20Coverage%20Policy%20Proposed.pdf"", ""https://ahca.myflorida.com/content/download/20087/file/Independent_Lab_Fee_Schedule_2022_JULY.pdf""]",2,"[""https://ahca.myflorida.com/medicaid/medicaid-policy-quality-and-operations/medicaid-policy-and-quality/medicaid-policy/medical-and-behavioral-health-coverage-policy/primary-and-preventive-care-policy/laboratory-services"", ""https://m.flsenate.gov/Statutes/627.4301""]",2,"[""https://www.flrules.org/gateway/readRefFile.asp?refId=6760&filename=59G-4.190%20Coverage%20Policy%20Proposed.pdf"", ""https://ahca.myflorida.com/content/download/20087/file/Independent_Lab_Fee_Schedule_2022_JULY.pdf"", ""https://ahca.myflorida.com/medicaid/medicaid-policy-quality-and-operations/medicaid-policy-and-quality/medicaid-policy/medical-and-behavioral-health-coverage-policy/primary-and-preventive-care-policy/laboratory-services"", ""https://m.flsenate.gov/Statutes/627.4301""]",4
Summacare,[],0,"[""https://www.summacare.com/providers/utilization-management/medical-criteria"", ""https://www.summacare.com/providers/utilization-management/medical-criteria/summacare-medical-policies""]",2,"[""https://www.summacare.com/providers/utilization-management/medical-criteria"", ""https://www.summacare.com/providers/utilization-management/medical-criteria/summacare-medical-policies""]",2
Sunrise Advantage Plan,[],0,[],0,[],0
Tennessee Medicaid,"[""https://sharetngov.tnsosfiles.com/sos/acts/100/pub/Pubc0121.HTM""]",1,"[""https://www.tn.gov/tenncare/members-applicants/covered-services.html"", ""https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0484&ga=114"", ""https://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=HB0070&GA=114""]",3,"[""https://sharetngov.tnsosfiles.com/sos/acts/100/pub/Pubc0121.HTM"", ""https://www.tn.gov/tenncare/members-applicants/covered-services.html"", ""https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0484&ga=114"", ""https://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=HB0070&GA=114""]",4
Texas Children's Health Plan,[],0,"[""https://www.texaschildrenshealthplan.org/news/provider-alert/genetic-services-biomarker-testing-benefits-texas-medicaid"", ""https://www.texaschildrenshealthplan.org/2021/03/30/provider-alert-genetic-testing-prior-authorization-requirement-reminder""]",2,"[""https://www.texaschildrenshealthplan.org/news/provider-alert/genetic-services-biomarker-testing-benefits-texas-medicaid"", ""https://www.texaschildrenshealthplan.org/2021/03/30/provider-alert-genetic-testing-prior-authorization-requirement-reminder""]",2
Texas Medicaid,"[""https://www.tmhp.com/sites/default/files/microsites/provider-manuals/tmppm/pdf/2024/2024-09-01-TMPPM.pdf""]",1,"[""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-expanded-carrier-screening-criteria-prior"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-whole-genome-sequencing-criteria-prior"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-benefits-texas-medicaid-effective-september-1"", ""https://www.tmhp.com/news/2020-07-17-genetic-testing-colorectal-cancer-prior-authorization-language-updated-effective"", ""https://www.tmhp.com/sites/default/files/microsites/provider-manuals/tmppm/html/TMPPM/2_13_Med_Specs_and_Phys_Srvs/2_13_Med_Specs_and_Phys_Srvs.htm""]",5,"[""https://www.tmhp.com/sites/default/files/microsites/provider-manuals/tmppm/pdf/2024/2024-09-01-TMPPM.pdf"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-expanded-carrier-screening-criteria-prior"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-whole-genome-sequencing-criteria-prior"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-benefits-texas-medicaid-effective-september-1"", ""https://www.tmhp.com/news/2020-07-17-genetic-testing-colorectal-cancer-prior-authorization-language-updated-effective"", ""https://www.tmhp.com/sites/default/files/microsites/provider-manuals/tmppm/html/TMPPM/2_13_Med_Specs_and_Phys_Srvs/2_13_Med_Specs_and_Phys_Srvs.htm""]",6
Tricare,[],0,"[""https://tricare.mil/CoveredServices/IsItCovered/GeneticTesting"", ""https://tricare.mil/CoveredServices/IsItCovered/LabDevelopedTests"", ""https://newsroom.tricare.mil/News/TRICARE-News/Article/3501179/tricare-laboratory-developed-tests-demonstration-extended-certain-tests-now-cov""]",3,"[""https://tricare.mil/CoveredServices/IsItCovered/GeneticTesting"", ""https://tricare.mil/CoveredServices/IsItCovered/LabDevelopedTests"", ""https://newsroom.tricare.mil/News/TRICARE-News/Article/3501179/tricare-laboratory-developed-tests-demonstration-extended-certain-tests-now-cov""]",3
